comment,polarity
mbak ngomong bola gambling yg kluivert ikutan match fixing puting old news pelatih team indonesia qualify utk world cup ngobrol,1
yg interview gw yg dag dig dug denger,1
mbak nana jahad pertanyaannya kasian wajah tulus patrick bertaubat jalan,1
konyol reputasi orang diharapkan membawa prestasi negatif nazwa,1
wel said patrick je kunt het,0
mata najwa patrick memorable ajax menang champion league skor goal assist litmanen coach van gaal taktik kluivert nyerang bertahan counter attack ne lets see best,1
pake baju batik cerah biar menyala,1
buktikan aja kerjanya,1
semoga pilihan yg pelatihnya kawal sampe pildun,1
yg,0
pesan membanggakan kluivert diawal hasilnya buruk kecewa membenci kluivert diawal hasilnya bagus malu lihat hasilnya kedepan bersuara membenci bangga ketua pssi karna ketua pssi jabatannya dukung timnas indonesia pelatih ketua pssi karna diganti tergantikan timnas berjalan dukung timnas lolos piala dunia bravo timnas indonesia,1
gilaaaaa pertanyaannya tajem ngeliutnya lo,0
mbak kaki sakit,1
ayo dukung pelatih,1
om patrick sakit gula gemukan,1
mbak najwa bahas korupsi indo udah meresahkan bgt korupsi blakangan gede ad anggaran makan gratis ama anggaoran atk yg ga msuk akal,1
nebeng coach bawalah indonesia lapangan piala dunia,1
translate tolong,1
kecewa mba nana iya tanyain judinya mas kluivert zaman,0
welcome kluivert coach give best indonesia wc,1
sekelas mba nana wartawan senior ko nanyain gaji,1
rencana strateginya publik takutnya mata,1
profesional londo,0
menarik,1
,0
hati hati mbak publik australia jepang china bahrain memata matain takutnya mencari keuntungan disitu,1
mata najwa hati hati mbak mata mata musuh ya musuh udah mata matain,1
patrick dikontrak gak nebeng,0
udah wawancara kau kau lihatlah kluivert kalah lawan australia bulanan netizenlah kau,1
selamat bergabung coach kluiverbawa timnas melaju,1
,0
titip mneer coba penghasilan najwa sbg kreator mata najwa kelewat pintar indonesia bangett,1
sukses patrick,1
patrick,0
mba nana coba ajak sty undang pemecatannya dengar dri tau cerita aslinya sty biar clear gak perdebatan skrg udh pelatih timnas gw kebebasan bicara yg,1
jawabannya kaya,1
pelatih latar kepelatihan minin target lolos pildun,1
kalem santai tenang menjawabnya smg cak petrick membawa timnas indonesia lolos piala dunia,1
semoga kdepan nya patric kontribusi yg indah timnas indonesia amin amin,1
tuh indo maen possesion dominating match main agresif organize tunggu pertunjukannya maret bye bye bola bola arah,1
kayanya mengecewakan,1
orangnya santai,1
organised offensive football ball posession good luck japan,1
najwa shihab,0
jujur sih enak klo ngobrol gk pake translator point nya langsung kena salah nya dicari timnas,1
,0
cc,0
ngarti,1
bismillah pildun terbuka lebar nih lawan kemustahilan,1
goodluck kluivert,0
poin lawan garis keras,1
mantappp patrick kluivert dukung,1
mantapp patrik lupa deposit,1
patrick ngak bakat timnas mukaa nya aja kayak bangladesh syg sty,1
terjemahan bahasa indonesia gk ngerti bhs inggris,1
expression totally changed mba najwa asked gambling things,0
wkkww jaman wining eleven maen ps jagoan gw ni skrg dh jd pelatih timnas mimpi nyata welcome patrik kluivert coach timnas,1
nggak tack nya ya nggak tau bicranya public,1
contoh pejabat nih gimana ngeles najwa,1
love interview good job mata najwa welcome indonesia patrick,1
penggantinya sty spongetay yong skrg patrick tp kyk squidwerd,0
welcome indonesiancoach patrick kluivertsemoga indonesia terbaik,1
poster timnas belanda piala dunia terpampang dinding kamar bonus eksklusif tabloid bola hehehe bergkamp kluivert overmars davids cocu seedorf danny blind frank de boer stam reiziger v der sar generasi emas gagal kalah adu penalti italy euro main menyerang total permainan indah,1
dukung timnas pelatihnya,1
welcome coach patrick team,1
point hmmm bahrain sm tiongkok nih jdi target point maximal,0
wawancara yg menyenangkan tuan rmh tamu keren asik makasih,1
mendukung terpenting timnas piala dunia,1
masuknya pelatih sepakbola pelatih yg memenangkan piala dunia ganti cuman terbiasa mimpi tampil piala dunia memaklumi masyarakat cuman kurangin hujatan yg ranah pribadi sepakbola nantikan hasil pelatih,1
orang asing menghancurkan mimpi rakyat indonesiatetapi pemangku jabatan sendiringak percayakita lihat aja hasilnya pengunduran maaf,1
terbaik timnas indonesia coach,1
milanisti menonton kluivert rcti sayang performanya milan musim seia beliau pelatih timnas,1
mbak nana nya diluar nurul gilak tajem pake bangettt klo diamati kyk gugup takut tuh coach patrick gk fokus aja kedepan,1
gak ngerti ngomongin,1
pemilihan kluivert karna dy nama pertandingan depannya negara berpikir ulang mw mencurangi teamnas,0
like much strong answered questions bout matched fixin bet onlinesemangat mewujudkan mimipi,1
pilihan dijatukan pssi pelatih hargai support kasih kesempatan pelatih memahami filosofi organ tubuh manusia diciptakan mata telinga hidung tangan kaki otak kanankiri mulut diciptakan hati diciptakan perlakukan individu didalam timnas bijak meliki keberagamaan karakter pelatih mendengarmelihatmerasa keputusan strategi pertandingan semoga engkau dikenang sejarah sepak bola indonesia titip pelatih berkontribusi sistem pengelolaan liga negeri tercipta kompetisi belanda club feyenord ajax mendidik bibit calon pemain sepak bola dewasa transfer klub eropa dunia sesuai skill semoga pilihan pelatih berkontribusi,1
bahasa inggris remedial ngga artinyatranslate nya,1
pelan pelan mbak nanaa,0
ketahuan yg gtw english,1
percaya coach pk pas lawan bahrain gak kalah saldo rekening beliau bertambah wajar diharapkan melatih timnas,1
try,0
buktikan coach,0
hasil awalan manis,1
mbak nana goat nya jurnalis indonesia,0
optimis timnas juara piala dunia,1
bicara terburuknya aja timnas gagalbukan salah kluivert head coach nya sty lolosmengingat target erik tohir ketum lolos pildun klo timnas latih sty pikir sty lamajadi kluivert pilihannya semoga aja lolos gk pildun,1
kagak terjemahannya,1
,0
yg gagal kerja udh bnyak wawancara alias bnyak omong dimana kerja ngomong,1
tolong kasih translatega lancar bahasa inggris,1
pelatihnya sir alex pep guardiola kalo pemainnya gk passing lucu,1
cieee pda lupa korup ya gegara pelatih,1
cieee pda lupa korup ya gegara pelatih,1
welcome patrick,1
pertandingan dikandang garuda brani jamin nama sty menggema gbk,1
ngomongnya keliatan gak ngerti timnas opini gw aja sih,1
hebat membangun kerjasama tim dlm singkat pemain sekelas grade eropa tp diaspora sepenuhnya,1
dukung sewajarnya mencaci gagal mendewakan menangkarna sepak bola olahrga yg indah dinikmati menit kalah menang dukungku tunggu garuda piala dunia,1
gk indonesia darurtat,0
good answer kluivert,1
selamat melatih coach patrick kluivert,1
good coach,1
vibesnya positif coach pk stand behind team,1
susahnya sih mendukung keputusan gak norak deh pakai boikot apalag pakai hastag pembuktiannya,1
pelatih jngn trlalu bnggakan lh gede kepalanya ja lum prestasinya dh bngga,1
gk translate ya mbk,1
sebagin penggemar sepak bola indonesia mengharapkan timnas juara piala dunia apapun teknik pelatih diharapkan penggemar bola tercapai kemenangan pelatihnya dipandang gagal melatih tim berharap semoga penggemar sepak bola tercapai,1
pelatih nya tuhan mari nikmati sj sisa pertandingan yg,1
kasi kesempatan erick mewujudkn mimpinyduit n jaringn et milikibayangkn klo ketum pssi dijabat tokoh lokal minim duit n jaringnproblemny cm korupsi ribut internalsusah sponsor gedepengaturan skorah mumet deh,1
gusdur indonesia main pildun amienkan dulur dulurku,1
mantap coach selamat keluarkan kemampuan mu fans respect sukses bawa timnas lolos piala dunia let see,1
world class banget sii coach patrick,1
hi patrick ayo main gelembung,1
ngomong opo iki,0
,0
semoga pelatih menaikkan mental pemain timnas yg,1
amaze loh mbak sekelas mbak najwa nanya gaji pelatih etis mbak najwa,1
fokus baju batik nya kluivert,1
kasih subtitle,1
sekolah menganggap patrick salah penyerang terbaik dilapangan hijau dimiliki belanda sayangnya kumainkan wining eleven van nistelrooy pierre van hooijdonk membantuku memenangkan perlombaan,1
john legend,0
mami najwa emang hebat,0
kpd saudara saudaraku suporter garuda gak mengeluelukan patric aja sang coach hasilnya timnas doakan semoga insyaallah timnas juara pildun beserta kelebihan kekurangannya,1
smoga sukses coach patrick good luck,1
kecewa federasi aja sih mengganti coach menghindari drama kayak kemarin pastinya orang menyambut hangat new coach gue ga pelatih ganti krn pssi tindakan exco pencitraan bgt yg dzolim orang omongan salah exco pemain kena hujatan coach menghadapi reaksi yg panas ekspektasi yg,1
beeehhmental juara,0
gk ad terjemahanakip,0
mntap nih bahasa internasional bahasa inggris,1
terjemah,0
bintang iklan ya patrick salam sponge bob,1
translate napa,1
skepticism patricks ability looking way addresses najwas questions hope wrong though doesnt seem true concept,0
gak ngerti tolong translate nya,1
ora reti artineee mbakkkkk najewaaaa,1
petrik hobi berjudi pilihan yg,1
gw suka dri mbak nana dri isu yg beredar visi misi coach kedepannya,1
stefano lilipaly dipanggil timnas menit bermain stefano club,1
gak penerjemah gk phmkk,0
tugas support mendoakan timnas indonesia lolos piala dunia,1
bring boy justin team,1
first impression dapet ditunggu,1
awkward pertanyaannya,0
skrg momentumnya kalo bangun sepak bola indonesia melibatkan belanda yaa setengahsetengah menaturalisasi pemain keturunan ambil pelatih timnas belanda mending pelatih direktur teknik klub liga liga diambil belanda pemerintah pusat komitmen membantu segi anggaran pemain hasil didikan liga indonesia terbiasa budaya bermain total football alaala belanda kalo strategi nilai plusnya pemain didikan liga indonesia kedepannya memenuhi standar liga belanda berkarir eropa minimal liga eredivisie belanda yg urutan liga terbaik eropa konkritnya belanda dijadikan patron pembangunan sepak bola indonesia,1
kehendak allah indonesia lolos nya piala dunia debat,1
bjirr kebal banget ni orang ama netizen hujat kali gw liat orang kebal ama hujatan netizen indoensia,1
first impression think quite good patrick mengkritisi yg two last game ga berani omong bukti tp menandakan suka membuktikan sekedar omonganjanji tunggu garuda terbang,1
optimis dukung yg lakukan timnas sepakbola,1
mba nana mantap,1
semoga membawa timnas,0
ayo buktikan kualitas mu head coach tuan patrick star,1
aqua bangga produknya dibuka patrick,1
kulivert ngak rekam jejak yg bagus pelatih tp kali pssi semoga mengobati masyarakat indonesia yg suka sty,1
jgn negatif dldilihat aja dl timnas dibawah,1
mba nana pertanyaanya tajam tp dibawa santai,1
speaking lesson learned mastered prove shall follow natural,1
kalo dri keliatan bgt ditekan gk nyaman yg mnrtk ku sih pertemuan yg negatif apalgi personal visi misi aja patrick orgnya positive vibes bgt kyknya yg hrus yg jgn klo sty diberhentikan yasudahlah mari menyambut dgn harapan tentuny utk pelatih yg,1
sabar liat takatiki coach pecrik,1
yg point yg sensitif mba nana,1
gila petric jago bahasa inggris nya,1
good luck coach,1
profil komentarnya klik kosooong banyakan akun buzzer hhaha,0
gak bahasa engres,1
netizens bunch cry baby decision made cant accept yet shame shin tae yong get kicked decision made mr kluivert please dont listen negativity new coach new wave hope,1
gak teks bahasa indonesia nya,1
pinter chatgpt kalo mbak najwa,1
podcast merubah pandangan negatif selamat indonesia semoga membawa timnas indonesia piala dunia,1
aduh nyesel gua pas sekolah ga suka bahasa ingris,1
semangat petrik,1
respek dgn coach cluivert beliau berbaur medalami budaya kultur diindonesia peci dipakai orang indonesia wawancara dgn najwa mengenakan baju batik,1
tunggu hasilnya indonesia lolos pildun enggk tunggu maret lets go indonesia permainan coach,1
,0
seandainya coach cluivert membawa timnas indonesia lolos piala dunia alasan pergantian pelatih biar dilanjutkan beliau wajib belajar berbahasa indonesia ayo supporter garuda indonesia berdoa mendukung timnas,1
teks translate,1
batik mendunia,0
setuju mengerti arti nya,1
rezeki sungguh terima kasih tuhan,1
sehat trs emba najwa shihab,1
see najwa gemeteran close question online betting suprisingly answered patrick sharply,1
gak translate ya akukan gak bahasa inggris,1
based interview hasnt reviewed national teams plays thoroughly event couldnt address weakness need skeptical,0
peletih nya dukung tim indonesia era belanda,1
yg gak ngerti bhs inget aja yes yes,1
orang masalalu buruk lihat aja,1
stand behind team,1
coach petrik murah senyum semangat bawa terbang timnas mengaung keras sehat sehat time pelatih ketua pssi timenas garuda semangat,1
emang banget beda culturenya sekelas najwa aja clash kali pertanyaannya,1
cari cari salah nya orang woyjangan cari sensasi bolabukan dunia mu cok,1
najwa kek botak podcast ngomong ny,0
enak mewawancarai pelatih timnas nya berbahasa inggris mentranslate pr nya pelatih belajar bahasa indonesia kebanyakan pemain lokal tdk berbahasa inggrisjadi harapanku sepak bola mendunia era yg modern pemain beebahasa inggris berkomonikasi pemain dg pelatihnya pemain lokal khursus bhs inggris pemain berbahasa inggris protes dg wasit bingung yg,1
keep spirit patrick,0
selamat indonesia guru penjas,1
ber ekspektasi biar ga kecewa semoga melebihi sty,1
patrick kluivert mantan penyerang barcelona eranya etoo ronaldinho anjir beneran gk sih,1
ga ngerti ngomong,1
gayanya anis ya nggak,1
gak nyangka secepat diganti piala aff selesai semoga pildun ya,1
pemain barcelona era,1
gak bahasa inggris,1
gilaaa tajem gini mba nana nanyanya,0
sty,0
menyala,1
woi translate nya,0
mba najwa mas patrick nya ga dikasih kesempatan minum tah,1
ga sabar nunggu maret absen,1
aing te ngarti bahasa inggris,1
tolong bawa pildun mas petrik,1
gua nonton video gua pelatih kasih tau ga klo pelatih hebat fans yg ga suka patrick makasih berkat semangat bawa timnas lolos kualifikasi fifa world cup,1
orangnya tenang banget gak gelagapan kharisma nya menunujkkan orang sembarangan semoga doi pilihan timnas welcome coach hope enjoy atmosphere indonesian football fans,1
mentality,0
semoga beruntung patricksemoga membawa team garuda kelevel tuhan memberkati,1
sy trtarik urusan pelatih apalah republik tpi stlh mndengar sekilas wawancara menyikapi yg tdk nyaman dlm hidupnya dg yg sy contoh mmberikan pelajaran kpd sy nonton ampe kelaaar dunk,1
hahahaha intinya tunggu dukung timnas garuda dadaku garuda dada belanda eropa ga overproud ngejar hasil instan lupa bibit pemain lokal,1
good luck coach patrick,1
welcome coach show us best level,1
yg bicarakan gak translate teks nya,1
maaf mba koreksi ga kelam nya ungkit kasih kesempatan biar fokus timnas,1
man patrick kelas bgt ksh nya ga terpancing yg menjerumus tetep respek bgt sm sty sbtulnya bs aja tp sm ga berkali bilang tim dn lg,1
hopefully indonesia better,1
minimal kasih kali uji coba maret,1
wow gak sabar ngeliat polesannya filosofi menarik enak gak pake subtitle dalem maknanya tunggu attraktif gayanya konsep atraktif dominasi full pressing penguasaan kalo seneng liat timnas lihat yg udah tinggal sejarah yg singkat tonton direct impact keterlibatan pemain muda semoga seru ligina mbak nana tajam kritis pertanyaannya keren,1
yg suka adl bgmn patrick berpikir positif visinya kedepan,1
gila ga sih eric thohir sty diganti pelatih profesional langkah pssi berani berkorban membayar kerugian pelatih belanda bener langkah teramat beresiko,1
yoo secercah harapan muncul,1
best vibes public speaking berkelas,0
mohon maafhrusnya teks infonya biar yg tdk gw bhs inggris pham dngan obrolan tsbmksh,1
sopankah nanya gaji nilai kontrak orang kenal disayangkan dimenit menit pertemuan,1
alah ora mudeng,1
sadar ngga patrick pake batik,1
patrick kluivert coach yg berperan menahkodai timnas yg otak taktik permainan nya pastoor landzat penghubung bahasa indo mengenal karakter indo,1
bilang kalo tdk betah mgkn bbrpa minggu bertahan sni jd jgn yg hujat meremehkan ya krna kalo timnas tdk kemajuan visi tdk tercapai tdk betah plg sruh,1
yg remehkan prestasi,0
pelatih cerdas,1
kesalahan netizen orang ngelatih hujat duluan tau ditangannya timnas bersaing berjaya liat aja kedepannya dukung timnas tetes darah pelatihnya,1
semoga membawa timnas indonesia berprestasi semoga masuk pildun,1
translitnya dibawahnya maaf gk inggris,1
memeriksa maaf gak lg udh berjalan smpai tahap blm memeriksa tunggu maret ap yg,1
pelatihnya dukung fans garuda bersatu mendukung timnas berdoa insyaallah timnas lolos pildun amin yra,1
terima kasih coach shin tae yong kerja membangun fondasi timnas selamat coach patrick kluivert selamat semoga terbaik timnas ayo dukung timnas indonesia terlepas pelatihnya pemainnya pengurus pssi nya,1
,0
nya cek aink oge kitu nyaho iye pelatih hade hahahahah,1
mata najwa update,1
gua pengen liat timnas tangan,1
patrick dateng udah interogasi,1
bayangin pake strategi high line nya ange postecoglu ga ketar ketir cb nya,1
coach pk gaes maen sebaikbaiknya kuasai bola cetak gol sebanyakbanyaknya lets make total garuda football tactics points let two great coach handle pitch capt take troop glory el capt ulangin gaes world cup diks verdonk fly urusan pertahanan biar urusan el nyengir el gimbal untung el preman gak main kl tdk sepak kepala el nyengir painkillernya el luku luku cleansheet traktir bakso ya coach pk,1
syngnya ngga translet,1
tunggu penampilan nya iklan kecap bango,1
becoming high tense najwa give ice breaker,0
ngebayangin erik tohir merekrut erick ten hag erick gerets erick mombaerts menukangi timnas kwartet erick,1
bikin malu,1
derr,0
te kaharti ku aing ngmong naon sia patric,1
gk ngrti ngmong apagk bahasa indonesia,1
franklin,0
hobi bunga kawat bulu tdk modalnya,1
anak byk berkarya,1
ayah bunda najwa shihab father mother bought location market sell contact business father mother help support,1
masuk tambang timah tambang pt trias desa terserang penyakit gula lepra,1
assalamualaikum warahmatullahi wa baraka tuh,1
kalah match langsung pecatttttttttttttt buang anggaran udah gak diskusi,1
assalamualaikum warahmatullahi wa baraka tuh hobinya anak sekolah siti wahdina matematika mata pelajaran ipa,1
selamat mbak nanacuri start yg elegant wawancara dgn pk org cerdas vs org cerdasmembuat terbuka mata najwanya eh mata hatinyagood luck coach,1
nggak dikasih minum,1
semoga berhasil sukses ramalan zodiak anak sekolah bisaa berubahnya nasibnya keluarga nawati komentar informasi admin fizzo hadiah sosial dewi persik nyata sukses tawar lokasi lahannya perkebunan ter jual harga puluh juta rupiah flower najwa berubah nyata uang,1
cmn ngmg lets see,0
serangan mbak nana kayaknya pk kewalahan mengcounter seadanya aja,1
selagi pemain lokalnya buang negara asalnya indonesia harap kluivert membawa tim piala dunia kesayangan sty pegang omongan,1
mba najwa cakep banget,1
top,1
enak liat pelatih kayak gini bahasa inggris,1
goodluck coach patrick,0
bayarannya cocok,1
yg gk tau bahasa inggris kumpulll gk artinyaaaa,1
welcome coach n good luck,1
dilapangan nnti team harga mati kemenangan tdk nego,1
patrick val gal,0
intinya sty titik titik titik pelatih barukita pantau kemampuan pelatih titik titik manaklo pelatih melatih indonesia titik aja melatih indonesia pastikan pelatih gagal,1
ohnooo,0
papa victor versi coach,0
kluivert silahkan apapun timnas kepelatihan kedepan yg tau masyarakat bola indonesia berbeda negara jersey yg dipakai timnas kritisi timnas skrg selesailah karier,1
semoga kluivert tajam terpercaya bersih bijaksana,1
cerdas mbak najwa keren sukses mbak,1
min kasi terjemahan,1
salut kpada mba njawa mempelajari strategi berbain sepak bola wawancara,1
wautotal football gak sabar pengen liat,1
greget jawabannya aja,1
orang jawabannya diplomatic mulu gimana ya,1
stop percaya proses total football harga mati,1
buktikan lapangan kalo bener dgn rumor legend coach patrik kalo legend gagal,1
positif,1
buktikan kemampuanmu coach mendukung tim nasional indonesia sepenuh hati garuda harga mati,1
wajah nya cecer najwa kliatan beban bener gt gmn mo ngelatih tau netizen sosmed,1
tantangan nya beratindonesia hrs lolos piala duniaok msalahtp tdk lolos pssi yg kali bertanggung jwb pemecatan stydan pelatih hrs ganti pengurus ppsi persilahkan mundur tks,1
social media backlash gambling scandal,0
platih ternama dunia mngenal patrick bnyak platih terbaik dunia mngnal tae young roberto mancini sudi besalaman dgnnya,1
dikasi terjemah donk,0
muka nya kyk capek bener gtblm jg ngelatih udah capek ginj,1
like work interview,0
blunder pribadi tong sok neteuli teu kabeh jelema menerima jelass focus sepak bola,1
tangkap murni penilaian pribadi coach patrick gesturenya kayak kebanyakan pemain half blood gesturenya tenang terukur kalo sesi wawancara gini emang krn budayanya gimana thats good know,1
one thing sure hes gon na rich matter team wins loses,1
kaga terjemahannya,0
tajam bener pertanyaannya mbak nana,1
org umurnya tp kayak,1
sopan gaji,0
sedih mndrngar prbincangan krna g ngerti yg bicarakn yg sya ngerti cmn yes yes aja,1
gua ga berharap sma takutnya nti kecewa berat pas kegagalan membawa indonesia juara dunia,1
pembawaannya tenang santai percaya,1
kirain akun udah tamat,1
gak ngerti dibicarakan,1
sya sbgi org malaysia faham sistem pengacara berkerja indonesia adakah patut mcm ni yg tanykan yg dtg mengangkat negara indonesiaberbakti indonesia konteks beliau sebgai pelatih bola ditanykan yg masuk akal pembagunan bola sepak indonesia standrt najwa sebgia wartawan komonn najwa bijak menjdi wartwan yg pertanykan indonesia menyoal beliau indonesia bawa beliau konteks bola sepak football football klu beliau indonesia bertanykan sprti membuatkan semngat dwon padahalcbeliau membawa martabat bola sepak indonesia sya mengatkaan quality sebgai wartawan sgt noob beliau sehari indonesia think make u self look like useless,1
nggk penerjemah,0
mukanya kaya orang lokal keturunan,1
value najwa kontrak polite enough ask najwa,0
optimistis pelatihnya,0
pake teks bahasa indonesia,1
vibenya oke sih dibalik kekurangan dimasalalunya ga kebawa komen negatif netizen fomo mari pantau tau oke berubah mestinya sih pengamat bola ga kasih panggung towel justin bisanya kritik cenderung belebihan dicontoh publik kebencian berlebih jg personal ga kritik ga makan hahaha,1
selamat coach smoga prestasi membagakan soroti costumnyaindonesia,1
bgt kamga personil grup tangga semoga patrick kluivert asisten pelatihnya memiliki kecintaan kebanggaan indonesia,1
sedih,1
kacang kulit nya kulit kacang nya,0
tunggu buktinya yg shin tye yong vs kulivart,1
menarik,1
positif coach leader sosok seoerti yg menularkan positf energi nya,1
salute gercepnya mba nana nya nyantai ya,1
aib diumbar toling support patrick,1
ra mudeng omongane,0
president obama muka nya,0
gak ya,1
gk ngerti bahasa inggris taunya konci inggris,1
ad kecewa tp mendukung timnas kecewa tp menghujat,1
right person lead national team timnas world cup due lack experience confidence sty would much better coach unfortunately sty players officials work,1
kluivert indo nebeng kah,1
ga ngerti,1
filosofinya coach kluivert dominasi total football sayang tau kontrol passing pemain lokalnya menyedihkan selamat berjuang filosofi coach,1
cocok politisi nih si bang pet,1
menguasai ruang ganti dgn komunikasi pemain pelatih terkendala bahasa selamat berjuang coach salah orang yg excited kedatanganmu,1
sekelas najwa mask gk subtitle indoo nya yg gk tau bahas inggriss dengerin cuamk liat orng nya ajjamaaf yaa gk bangsa indo bhsa inggriss,1
ga ngerti ga terjemahnya,1
best mbak nana jurnalis enak banget pembawaannya,1
semoga bawa timnas mamang petrik semoga keputusan timnas lolos pildun alias piala dunia piala si madun,1
poin ya coach melawan tim diatas kertas diatas semoga curi poin melawan jepangaustrali,1
pelatih nya dukung kemajuan timnas yg bisanya kritik aja masukan yg bravo timnas,1
itlh spk bola kt hrs mghargai plth tmns kt mr kt sll mndkg dn mndoakn yg trbaik tdk lupa kt hrs brtrm ksh kpd plth sty yg sdh membrkn yg trbaik untk tmns kt indonesia,1
stand behind tim,1
gak zidane luis van gal fahri ahmad yg ngelatih,0
lihat dr aura wajahnya kayaknya alami gk aktingsemoga bs membawa kesuksesan timnas masuk pildun aamiin,1
ku kau,0
stand behind team,1
kebayang ga kalo pas masuk kerja dlm perushaan eh hrd yg interview nya najwa sihab kayanya yg keahlian ngibul omong kosong kebuka deh mah,1
jawabannya profesional,0
awas siah lamun teu bener ngalatihna sing baleg siah,1
dengar penjelasannya tipe pelatih kayak zz pola penerapannya pelatih kepala staf pelatih pemain pengambilan keputusan pelatih kepala mengambil masukan staf pelatih masukan pemain siih zz memegang rm sistem pelatihan dgn pemain variasi mengambil keputusan dgn dilapangan sesuaikan dgn kemampuan pemain pemain berganti posisi dijalurnya kemampuan utama disitu ya mainnya disitu kemampuan ya manfaatin main posisi utamanya kalimat terakhirnya arahkan utama stafnya suport pemain sadar pelatih dikontrak dibayar tanggung pergi pemain pemain titik masanya,1
yo terjemahke bahsa indo lek lek sng ngrungoke mumet,1
gua suka gaya nya positif vibes banget seharus nya pembicaraan sepak bola silam nya gua orang masalalu nya orang pantes dapetin fase dimana buka lembaran nya pattrick udah klarifikasi silam nya tugas mengungkit masalalu nya mencoba berfikir positif kelancaran keharmonisan tim kasih pembuktian berjuang membuktikan,1
sty korupsi hilang,1
tolong perhatikan pemain marselino ferdinan rizky ridho,1
gaji,0
pattrick kluivert mendatangani kontrak pssi beliau tau tekanan hall terancam beliau santai dangan sepakbola adalh mantan pemain bintang indonesia lolos piala dunia pelatih manapun sma lolos mendukung tim nasionalkita pelatihnya timnas butuh dukungan dri suppprt semangat pemain bermain menit percaya mendukung kalo gak dukung timnas biarkan pelatih menjalankan tugasnya dibutuhkan sekrang lolos,1
lu geblek bikin malu emang najwa kek mencecar orang ngepush biar yg ga si nana hadehh inget respect mbak pemain lu kalo kaga tau bola g ush sok tau respect lu kmn jurnalis,1
kluivert weu welcome indonesian,1
patrick tenang perhatikan kuasai lawan god bless coach,1
patrik berhasil bawa indonesia masuk pildun bersaing fak langsung pelatih kelas,1
jngn gini deh nanya yg ranah g,1
translate nya mba nana,0
translet penerjemah,0
rms,0
dgn gantinya pelatih fanssupporter mengultimatum timnas garuda wajib lolos piala dunia ganti pelatih ganti pelatih krusial ganti wapred,1
mba nana kalo saran pake terjemahan,1
pelatih negri pemain naturalisasi peribumi suporter aja,1
komt goed patrick vertrouwen jij eigen en de tim succes trots op je,1
iyah netizen indo yg gatal berkomentar kemarin menghujat memuji liat kerja aja,1
pemain lokal main,1
intinya gini aja bos ambil job udah tau timnas indonesia lirik dunia simple aja kelam alami cv ga miliki mendongkrak namanya job melatih timnas berhasil bawa indonesia lolos piala dunia namanya langsung meroket stigma negatif nya hilang udah ga menyia nyiakan kesempatan peluang bersinar dunia sepak bola pelatih aja sob untung timnas lolos nama oke,1
sy menunggu indonesia terbaik tunggu sang pelatih tinggal,1
stand behind team,1
jurnalis senior nilai kontrak,1
patrick kluivert berpikir positif tamu terhormat menerima tawaran interview mata najwa berpikir buruk sangka yg negatif,1
pelatih yg berwibawa komunikasinya tertata rapi,1
pikir interview terbuka indonesia fans,1
,0
ngomong,0
great,1
si darurat biru muncul,1
tangan mba nana gemeter menit,1
najwanajwanilai kontrak masalalu sekedar pintar klo etika,0
maaf nih gw yg menyinggung yg sensitif bgt org yg gada kaitannya sepak bola gw etis sih gw aja dengernya ga nyaman sma yg lgsg singgung,1
tek ya biar yg gak paham paham,1
ngg ngerti basa enggres,1
polwan,0
lanjutkan patrick kamsahamida sty go world cup indonesia,1
good luck patrick kluivert kluivert worldcup,1
sejarah hindiabelanda terulang,0
kesalahan terbesar ketum erick memilih pelatih timnas dy indonesia hancur gelap spt ga lolos piala dunia klo lolos sya kerja ob tv,1
main ebikin kantong tebal rezeki melimpah ruah,1
gak bosen main e update inovasi terbaru,1
main ebikin hati bahagia banget hasilnya gacir,1
main eauto happy rezeki emang diatur,1
main ebikin nagih pengen main,1
senang banget rezeki terduga e,1
gak percaya menang e mimpi kenyataan,1
emenawarkan pengalaman efisien ringkas,1
tegang banget pas dapet jp e dapet,1
happy banget dapet jakpot e seru banget,1
spongebob mendukungmu patrick welcome congor netizen indonesia,1
plis gw ga ngerti ngomong woi,1
semoga timnas indonesia engga lato sepeda covid buming diawal tenggelam ahir kisah,0
translate nya ka,0
sedih translatenya,1
dukung aj pelatih hormati pelatih piss,1
nggak bahasa enggres seneng ngobrolnya,1
kalo gagal pelatih pelatih kupret,1
host nya kaya amatir nanya personal gk oenting jgn kait,1
tugas dgn peribadi org jgn bawak urusan heran yg tunjukkan desakan netizenapa peribadi umbarkn publicgk knjadi yg tiada sangkut paut nya dgn sepak bola jgn bahas netizen gk knkita mengaca duluapa org lainmf sy salahsy manusia sempurna,1
kasi terjemahan mba,1
think coach bit stvpid monoton repeating answer different question,0
wow keren pake batik orang indonesia jawa mass petrick,0
oi translet,0
enaknya pelatih bhs inggris menarik mediakarna diwawancarai semoga melatih timnas dgn pelatih,1
gk taruh expetasi kluivert tp gk pesimis pgn liat taktik cemistri pemain timnas monoton yg mengejutkan berharap sih mecari bibit lokal yg upgrade pemain diaspora lebihso tetep dukung timnas semoga manager jajaran staf nya upgrade skill pemain,1
pelatih sepakbola anggota dpr pertanyaannya ngaur kocak,1
gini ya mba najwa belajar bahasa inggris enak listening hehe,1
ad yg artikan bahasa indonesia,1
ga mudeng yg dibicarakanmaklum sdm rendah,1
menyala timnas garuda congrats coach patrick welcome indonesia,1
hadew ndeloke dek dek,0
